Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2005-04-14	Severe Storm(s)	BETHLEHEM (CITY OF)	No	3	$38,577.77
2005-04-14	Severe Storm(s)	EASTON (CITY OF)	No	23	$812,521.18
2005-04-14	Severe Storm(s)	FREEMANSBURG (BOROUGH OF)	No	2	$15,294.71
2005-04-14	Severe Storm(s)	LOWER MOUNT BETHEL (TOWNSHIP OF)	No	7	$542,636.15
2005-04-14	Severe Storm(s)	MOUNT BETHEL VOLUNTEER FIRE CO	No	1	$9,357.25
2005-04-14	Severe Storm(s)	NORTHAMPTON (COUNTY OF)	No	8	$62,379.30
2005-04-14	Severe Storm(s)	NORTH BANGOR FIRE COMPANY	No	1	$4,816.29
2005-04-14	Severe Storm(s)	PORTLAND (BOROUGH OF)	No	2	$7,391.93
2005-04-14	Severe Storm(s)	ROSETO (BOROUGH OF)	No	2	$25,393.77
2005-04-14	Severe Storm(s)	TATAMY (BOROUGH OF)	No	2	$7,450.59
2005-04-14	Severe Storm(s)	UPPER MOUNT BETHEL (TOWNSHIP OF)	No	19	$322,994.83
2005-04-14	Severe Storm(s)	UPPER NAZARETH (TOWNSHIP OF)	No	2	$25,687.41
2005-04-14	Severe Storm(s)	WALNUTPORT ( BOROUGH OF)	No	2	$6,283.69
2005-04-14	Severe Storm(s)	WASHINGTON (TOWNSHIP OF)	No	3	$9,221.34
2005-04-14	Severe Storm(s)	WILLIAMS TOWNSHIP FIRE COMPANY 1	No	1	$2,896.04
2005-04-14	Severe Storm(s)	WILLIAMS (TOWNSHIP OF)	No	2	$9,561.12
