Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2007-09-14	Severe Storm(s)	CLARE, CITY OF	No	8	$34,055.05
2007-09-14	Severe Storm(s)	DAYTON, CITY OF	No	5	$6,908.66
2007-09-14	Severe Storm(s)	DRAINAGE DISTRICT  96	No	1	$91,133.97
2007-09-14	Severe Storm(s)	FORT DODGE, CITY OF	No	38	$408,130.20
2007-09-14	Severe Storm(s)	LEHIGH, CITY OF	No	6	$29,217.56
2007-09-14	Severe Storm(s)	OTHO, CITY OF	No	5	$15,589.97
2007-09-14	Severe Storm(s)	WEBSTER COUNTY CONSERVATION	No	5	$12,168.54
2007-09-14	Severe Storm(s)	WEBSTER COUNTY SECONDARY ROAD DEPT	No	21	$509,865.70
2007-03-30	Snow	BADGER, CITY OF	No	1	$2,456.51
2007-03-30	Snow	CALLENDER	No	1	$2,438.93
2007-03-30	Snow	DAYTON, CITY OF	No	2	$3,745.29
2007-03-30	Snow	DUNCOMBE, CITY OF	No	2	$2,616.32
2007-03-30	Snow	FORT DODGE, CITY OF	No	1	$47,542.37
2007-03-30	Snow	GOWRIE, CITY OF	No	1	$3,567.92
2007-03-30	Snow	HARCOURT, CITY OF	No	2	$3,794.57
2007-03-30	Snow	OTHO, CITY OF	No	2	$2,265.31
2007-03-30	Snow	WEBSTER COUNTY SECONDARY ROAD DEPT	No	1	$97,115.62
