Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2011-09-12	Flood	ANNVILLE-CLEONA SCHOOL DISTRICT	Yes	2	$7,182.25
2011-09-12	Flood	ANNVILLE (TOWNSHIP OF)	No	5	$102,187.25
2011-09-12	Flood	BETHEL (TOWNSHIP OF)	No	5	$134,161.02
2011-09-12	Flood	BUNKER HILL FIRE COMPANY	No	1	$1,773.31
2011-09-12	Flood	CAMPBELLTOWN VOLUNTEER FIRE COMPANY	No	1	$1,522.89
2011-09-12	Flood	CHEMICAL FIRE COMPANY	No	1	$1,917.65
2011-09-12	Flood	CLEONA	No	5	$27,328.03
2011-09-12	Flood	CLEONA BOROUGH SEWER AUTHORITY	No	1	$6,205.50
2011-09-12	Flood	CLEONA FIRE COMPANY NO 1	No	1	$2,214.95
2011-09-12	Flood	CORNWALL	No	11	$37,436.66
2011-09-12	Flood	CORNWALL COMMUNITY FIRE COMPANY	No	1	$2,823.08
2011-09-12	Flood	CORNWALL-LEBANON SCHOOL DISTRICT	Yes	1	$19,565.75
2011-09-12	Flood	EAST HANOVER (TOWNSHIP OF)	No	5	$39,680.76
2011-09-12	Flood	FREDERICKSBURG SEWER AND WATER AUTHORITY	No	1	$18,685.17
2011-09-12	Flood	FRIENDSHIP FIRE COMPANY	No	1	$17,284.46
2011-09-12	Flood	GOODWILL FIRE COMPANY	No	1	$6,147.69
2011-09-12	Flood	HEIDELBERG (TOWNSHIP OF)	No	5	$115,121.45
2011-09-12	Flood	JONESTOWN	No	3	$8,459.21
2011-09-12	Flood	KEYSTONE HOOK AND LADDER CO. NO 1	No	1	$6,819.01
2011-09-12	Flood	KUTZTOWN COMMUNITY FIRE COMPANY	No	1	$1,694.60
2011-09-12	Flood	LEBANON	No	7	$51,711.38
2011-09-12	Flood	LEBANON (COUNTY)	No	9	$131,895.57
2011-09-12	Flood	LEBANON SCHOOL DISTRICT	Yes	2	$40,513.28
2011-09-12	Flood	LEBANON VALLEY COLLEGE	Yes	3	$28,301.07
2011-09-12	Flood	MILLCREEK RICHLAND SEWER AUTH	No	1	$1,148.83
2011-09-12	Flood	MILLCREEK (TOWNSHIP OF)	No	3	$9,615.78
2011-09-12	Flood	MT. ZION COMMUNITY FIRE COMPANY	No	1	$1,573.78
2011-09-12	Flood	MYERSTOWN	No	8	$211,676.45
2011-09-12	Flood	NEPTUNE VOLUNTEER FIRE COMPANY 1	No	1	$6,666.70
2011-09-12	Flood	NEVERSINK FIRE COMPANY  1	No	1	$7,808.36
2011-09-12	Flood	NORTH ANNVILLE (TOWNSHIP OF)	No	4	$15,041.39
2011-09-12	Flood	NORTH CORNWALL (TOWNSHIP OF)	No	9	$59,550.93
2011-09-12	Flood	NORTHERN LEBANON COUNTY AUTH	No	17	$388,783.21
2011-09-12	Flood	NORTH LEBANON (TOWNSHIP OF)	No	6	$38,055.77
2011-09-12	Flood	NORTH LONDONDERRY (TOWNSHIP OF)	No	13	$92,674.92
2011-09-12	Flood	ONO FIRE COMPANY	No	1	$1,659.08
2011-09-12	Flood	PALMYRA	No	2	$20,842.13
2011-09-12	Flood	PALMYRA AREA SCHOOL DISTRICT	Yes	3	$45,881.91
2011-09-12	Flood	PERSEVERANCE FIRE COMPANY OF JONESTOWN	No	1	$2,991.50
2011-09-12	Flood	REDEVELOPMENT AUTHORITY OF LEBANON	No	1	$1,347.48
2011-09-12	Flood	RICHLAND	No	2	$13,828.83
2011-09-12	Flood	SCHAEFFERSTOWN FIRE CO	No	1	$2,948.00
2011-09-12	Flood	SOUTH ANNVILLE TOWNSHIP AUTHORITY	No	1	$54,474.00
2011-09-12	Flood	SOUTH ANNVILLE (TOWNSHIP OF)	No	1	$7,025.04
2011-09-12	Flood	SOUTH LEBANON (TOWNSHIP OF)	No	6	$37,118.53
2011-09-12	Flood	SOUTH LONDONDERRY TOWNSHIP MUNICIPAL AUTHORITY	No	1	$11,925.23
2011-09-12	Flood	SOUTH LONDONDERRY (TOWNSHIP OF)	No	4	$37,081.60
2011-09-12	Flood	SWATARA (TOWNSHIP OF)	No	6	$33,686.19
2011-09-12	Flood	THE GOOD SAMARITAN HOSPITAL OF LEBANON	No	3	$2,524.20
2011-09-12	Flood	UNION FIRE COMPANY	No	1	$1,881.49
2011-09-12	Flood	UNION HOSE FIRE COMPANY OF ANNVILLE, INC.	No	2	$38,578.45
2011-09-12	Flood	UNION (TOWNSHIP OF)	No	2	$59,842.06
2011-09-12	Flood	UNION WATER WORKS FIRE COMPANY	No	2	$1,779.25
2011-09-12	Flood	WEST LEBANON (TOWNSHIP OF)	No	6	$21,230.43
