Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2004-01-26	Severe Storm(s)	OHIO DEPARTMENT OF TRANSPORTATION	No	12	$180,044.28
2004-01-26	Severe Storm(s)	OHIO EMERGENCY MANAGEMENT AGENCY	No	8	$410.97
2004-06-03	Severe Storm(s)	MUSKINGUM WATERSHED CONSERVANCY DISTRICT	No	7	$56,826.69
2004-06-03	Severe Storm(s)	OHIO DEPARTMENT OF TRANSPORTATION	No	1	$146,424.89
2004-06-03	Severe Storm(s)	OHIO EMERGENCY MANAGEMENT AGENCY	No	6	$-35,944.12
2004-09-19	Severe Storm(s)	ADJUTANT GENERAL'S OFFICE	No	1	$298,014.82
2004-09-19	Severe Storm(s)	DEPARTMENT OF ADMINISTRATIVE SERVICES	No	1	$2,733.46
2004-09-19	Severe Storm(s)	ENVIRONMENTAL PROTECTION AGENCY	No	1	$3,808.30
2004-09-19	Severe Storm(s)	MUSKINGUM COLLEGE	Yes	1	$4,158.46
2004-09-19	Severe Storm(s)	OHIO DEPARTMENT OF HEALTH	No	7	$0.00
2004-09-19	Severe Storm(s)	OHIO DEPARTMENT OF NATURAL RESOURCES	No	12	$128,232.78
2004-09-19	Severe Storm(s)	OHIO DEPARTMENT OF TRANSPORTATION	No	28	$2,628,931.26
2004-09-19	Severe Storm(s)	OHIO DEPT MENTAL HEALTH	No	11	$23,159.96
2004-09-19	Severe Storm(s)	OHIO DEPT OF JOB & FAMILY SERVICES	No	2	$830.94
2004-09-19	Severe Storm(s)	OHIO DEPT OF REHABILITATION & CORRECTIONS	No	5	$62,002.12
2004-09-19	Severe Storm(s)	OHIO EMERGENCY MANAGEMENT AGENCY	No	7	$87,126.17
2004-09-19	Severe Storm(s)	OHIO RAIL DEVELOPMENT COMMISSION	No	1	$0.00
