Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2005-02-08	Severe Storm(s)	JEFFERSON COUNTY ROAD & BRIDGE	No	2	$21,797.90
2005-02-08	Severe Storm(s)	MCLOUTH, CITY OF	No	3	$6,223.83
2005-02-08	Severe Storm(s)	MERIDEN, CITY OF	No	1	$4,596.03
2005-02-08	Severe Storm(s)	OSKALOOSA, CITY OF	No	2	$9,410.15
2005-02-08	Severe Storm(s)	OZAWKIE, CITY OF	No	1	$1,895.57
2005-02-08	Severe Storm(s)	PERRY, CITY OF	No	1	$904.55
2005-02-08	Severe Storm(s)	USD 340 / JEFFERSON WEST SCHOOL DISTRICT	Yes	1	$783.90
2005-02-08	Severe Storm(s)	VALLEY FALLS, CITY OF	No	1	$3,999.57
2005-02-08	Severe Storm(s)	WINCHESTER, CITY OF	No	2	$2,332.48
2005-11-15	Severe Storm(s)	JEFFERSON COUNTY EMERGENCY SERVICES	No	2	$5,931.98
2005-11-15	Severe Storm(s)	JEFFERSON COUNTY HEALTH DEPT	No	1	$11,785.53
2005-11-15	Severe Storm(s)	JEFFERSON COUNTY ROAD & BRIDGE	No	23	$1,344,587.91
2005-11-15	Severe Storm(s)	JEFFERSON WEST USD 340	No	1	$5,744.41
2005-11-15	Severe Storm(s)	LAKE SHORE ESTATES IMPROVEMENT DISTRICT	No	1	$17,299.50
2005-11-15	Severe Storm(s)	LAKESIDE VILLAGE IMPROVEMENT DISTRICT	No	1	$7,620.19
2005-11-15	Severe Storm(s)	LAKEWOOD HILLS IMPROVEMENT DISTRICT	No	1	$20,063.53
2005-11-15	Severe Storm(s)	MERIDEN, CITY OF	No	2	$18,965.54
2005-11-15	Severe Storm(s)	NORTONVILLE, CITY OF	No	2	$12,920.46
2005-11-15	Severe Storm(s)	OZAWKIE, CITY OF	No	3	$22,997.20
2005-11-15	Severe Storm(s)	RURAL WATER DIST 12	No	1	$23,022.61
2005-11-15	Severe Storm(s)	VALLEY FALLS, CITY OF	No	2	$15,827.15
