Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2001-05-16	Flood	ARCTANDER (TOWNSHIP OF)	No	1	$0.00
2001-05-16	Flood	GREEN LAKE (TOWNSHIP OF)	No	2	$7,508.62
2001-05-16	Flood	IRVING (TOWNSHIP OF)	No	1	$0.00
2001-05-16	Flood	KANDIYOHI (COUNTY)	No	16	$141,494.31
2001-05-16	Flood	KANDIYOHI (TOWNSHIP OF)	No	1	$4,188.56
2001-05-16	Flood	LAKE ANDREW (TOWNSHIP OF)	No	4	$28,163.96
2001-05-16	Flood	LAKE ELIZABETH (TOWNSHIP OF)	No	3	$18,975.98
2001-05-16	Flood	NEW LONDON (TOWNSHIP OF)	No	1	$2,278.08
2001-05-16	Flood	NORWAY LAKE (TOWNSHIP OF)	No	1	$0.00
2001-05-16	Flood	RAYMOND	No	2	$3,071.37
2001-05-16	Flood	ROSEVILLE (TOWNSHIP OF)	No	1	$1,611.84
2001-05-16	Flood	SPICER	No	3	$52,756.48
