Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2009-01-09	Severe Storm(s)	BELMONT (TOWN OF)	No	1	$1,158.36
2009-01-09	Severe Storm(s)	BROOKS (TOWN OF)	No	2	$5,177.25
2009-01-09	Severe Storm(s)	BURNHAM (TOWN OF)	No	3	$11,022.00
2009-01-09	Severe Storm(s)	FRANKFORT (TOWN OF)	No	2	$44,579.93
2009-01-09	Severe Storm(s)	LIBERTY (TOWN OF)	No	2	$17,444.78
2009-01-09	Severe Storm(s)	MONTVILLE (TOWN OF)	No	1	$8,373.99
2009-01-09	Severe Storm(s)	PROSPECT (TOWN OF)	No	1	$8,775.00
2009-01-09	Severe Storm(s)	SEARSMONT (TOWN OF)	No	1	$2,991.56
2009-01-09	Severe Storm(s)	SEARSPORT (TOWN OF)	No	1	$29,393.54
2009-01-09	Severe Storm(s)	STOCKTON SPRINGS (TOWN OF)	No	1	$19,825.84
2009-01-09	Severe Storm(s)	THORNDIKE (TOWN OF)	No	2	$1,297.50
2009-01-09	Severe Storm(s)	WALDO COUNTY HEALTHCARE, INC.	No	2	$9,520.52
2009-01-09	Severe Storm(s)	WALDO (TOWN OF)	No	3	$7,693.93
2009-07-30	Severe Storm(s)	BELMONT (TOWN OF)	No	3	$6,529.96
2009-07-30	Severe Storm(s)	FRANKFORT (TOWN OF)	No	10	$43,291.29
2009-07-30	Severe Storm(s)	FREEDOM (TOWN OF)	No	2	$37,655.64
2009-07-30	Severe Storm(s)	JACKSON (TOWN OF)	No	3	$15,686.25
2009-07-30	Severe Storm(s)	LIBERTY (TOWN OF)	No	6	$23,229.68
2009-07-30	Severe Storm(s)	MONTVILLE (TOWN OF)	No	11	$30,944.12
2009-07-30	Severe Storm(s)	MORRILL (TOWN OF)	No	4	$11,983.54
2009-07-30	Severe Storm(s)	NORTHPORT (TOWN OF)	No	9	$49,554.33
2009-07-30	Severe Storm(s)	PROSPECT (TOWN OF)	No	3	$5,766.75
2009-07-30	Severe Storm(s)	SEARSPORT (TOWN OF)	No	6	$20,388.59
2009-07-30	Severe Storm(s)	STOCKTON SPRINGS (TOWN OF)	No	12	$54,626.18
2009-07-30	Severe Storm(s)	THORNDIKE (TOWN OF)	No	3	$6,357.01
2009-07-30	Severe Storm(s)	WALDO (TOWN OF)	No	4	$12,482.22
