Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2006-12-29	Snow	BETHEL TOWNSHIP ROAD DISTRICT	No	1	$4,047.95
2006-12-29	Snow	BLANDINSVILLE TOWNSHIP ROAD DISTRICT	No	1	$3,630.08
2006-12-29	Snow	BUSHNELL, CITY OF	No	1	$7,181.56
2006-12-29	Snow	BUSHNELL-PRAIRIE CITY C.U.S.D. 170	No	1	$1,923.32
2006-12-29	Snow	BUSHNELL TOWNSHIP ROAD DISTRICT	No	1	$2,941.45
2006-12-29	Snow	COLCHESTER, CITY OF	No	1	$2,584.45
2006-12-29	Snow	EMMET TOWNSHIP ROAD DISTRICT	No	1	$3,328.46
2006-12-29	Snow	HIRE TOWNSHIP ROAD DISTRICT	No	1	$2,377.42
2006-12-29	Snow	LAMOINE TOWNSHIP ROAD DISTRICT	No	1	$2,659.35
2006-12-29	Snow	MACOMB, CITY OF	No	1	$16,011.69
2006-12-29	Snow	MACOMB COMMUNITY UNIT SCHOOL DISTRICT 185	Yes	1	$3,232.54
2006-12-29	Snow	MACOMB TOWNSHIP ROAD DISTRICT	No	1	$1,884.12
2006-12-29	Snow	MCDONOUGH COUNTY HIGHWAY DEPARTMENT	No	1	$7,362.68
2006-12-29	Snow	NEW SALEM TOWNSHIP ROAD DISTRICT	No	1	$7,245.89
2006-12-29	Snow	PRAIRIE CITY TOWNSHIP ROAD DISTRICT	No	1	$1,159.01
2006-12-29	Snow	PRAIRIE CITY, VILLAGE OF	No	1	$2,167.73
2006-12-29	Snow	SCIOTA TOWNSHIP ROAD DISTRICT	No	1	$1,734.74
2006-12-29	Snow	TOWNSHIP DISTRICT 1 ROAD DISTRICT	No	1	$2,818.74
2006-12-29	Snow	WALNUT GROVE (TOWNSHIP OF)	No	1	$2,685.57
2006-12-29	Snow	WESTERN ILLINOIS UNIVERSITY	Yes	1	$15,747.52
2006-12-29	Snow	WEST PRAIRIE SCHOOL DIST 103	Yes	1	$918.38
