Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2001-01-05	Severe Ice Storm	BETHANY, CITY OF	No	2	$26,580.39
2001-01-05	Severe Ice Storm	CHOCTAW, CITY OF	No	1	$2,641.20
2001-01-05	Severe Ice Storm	DEL CITY, CITY OF	No	2	$9,981.40
2001-01-05	Severe Ice Storm	EDMOND, CITY OF	No	2	$42,493.37
2001-01-05	Severe Ice Storm	HARRAH, CITY OF	No	2	$14,082.43
2001-01-05	Severe Ice Storm	JONES, CITY OF	No	4	$8,988.36
2001-01-05	Severe Ice Storm	MIDWEST CITY, CITY OF	No	4	$44,723.79
2001-01-05	Severe Ice Storm	OKC INDIAN CLINIC	No	2	$9,091.05
2001-01-05	Severe Ice Storm	OKLAHOMA CITY, CITY OF	No	6	$315,222.57
2001-01-05	Severe Ice Storm	OKLAHOMA CITY COMMUNITY CLG	No	1	$39,195.00
2001-01-05	Severe Ice Storm	OKLAHOMA CITY PUBLIC SCHOOLS	Yes	1	$5,280.51
2001-01-05	Severe Ice Storm	OKLAHOMA (COUNTY)	No	7	$351,816.61
2001-01-05	Severe Ice Storm	SPENCER, CITY OF	No	1	$41,284.09
2001-01-05	Severe Ice Storm	THE VILLAGE, CITY OF	No	2	$17,388.35
2001-01-05	Severe Ice Storm	WARR ACRES, CITY OF	No	1	$5,169.85
2001-06-29	Severe Storm(s)	BETHANY, CITY OF	No	1	$61,842.88
2001-06-29	Severe Storm(s)	BETHANY SCHOOL DISTRICT	Yes	1	$787.80
2001-06-29	Severe Storm(s)	EDMOND, CITY OF	No	1	$26,041.76
2001-06-29	Severe Storm(s)	NICHOLS HILLS, CITY OF	No	1	$24,612.25
2001-06-29	Severe Storm(s)	OKLAHOMA CITY, CITY OF	No	4	$835,326.00
2001-06-29	Severe Storm(s)	THE VILLAGE (BR. P.O. NAME VILLAGE)	No	1	$26,593.50
2001-06-29	Severe Storm(s)	WARR ACRES, CITY OF	No	1	$36,864.67
