Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2006-05-02	Snow	AVON (TOWN OF)	No	1	$65,920.63
2006-05-02	Snow	BERLIN (TOWN OF)	No	1	$53,545.54
2006-05-02	Snow	BLOOMFIELD (TOWN OF)	No	1	$53,514.42
2006-05-02	Snow	BRISTOL	No	1	$167,392.85
2006-05-02	Snow	BURLINGTON (TOWN OF)	No	1	$30,156.69
2006-05-02	Snow	CANTON (TOWN OF)	No	1	$18,949.50
2006-05-02	Snow	CENTRAL CT STATE UNIVERSITY	Yes	1	$99,466.26
2006-05-02	Snow	COMMUNITY RENEWAL TEAM CTR	No	1	$4,843.01
2006-05-02	Snow	EAST GRANBY (TOWN OF)	No	1	$16,657.65
2006-05-02	Snow	EAST HARTFORD HOUSING AUTHORITY	No	1	$7,625.41
2006-05-02	Snow	EAST HARTFORD (TOWN OF)	No	1	$77,619.22
2006-05-02	Snow	EAST WINDSOR (TOWN OF)	No	1	$17,821.36
2006-05-02	Snow	EIGHTH UTILITIES DISTRICT	No	1	$2,689.13
2006-05-02	Snow	ENFIELD HOUSING AUTHORITY	No	1	$5,889.96
2006-05-02	Snow	ENFIELD (TOWN OF)	No	1	$103,748.86
2006-05-02	Snow	FARMINGTON (TOWN OF)	No	1	$58,554.21
2006-05-02	Snow	GLASTONBURY HOUSING AUTHORITY	No	1	$2,044.87
2006-05-02	Snow	GLASTONBURY (TOWN OF)	No	1	$97,582.37
2006-05-02	Snow	GRANBY	No	1	$24,660.56
2006-05-02	Snow	HARTFORD	No	1	$202,578.56
2006-05-02	Snow	HARTLAND (TOWN OF)	No	1	$3,546.86
2006-05-02	Snow	MANCHESTER DOWNTOWN SPECIAL SERV. DISTRICT	No	1	$11,187.95
2006-05-02	Snow	MANCHESTER (TOWN OF)	No	1	$129,066.86
2006-05-02	Snow	MARLBOROUGH (TOWN OF)	No	1	$18,558.75
2006-05-02	Snow	METROPOLITAN DISTRICT COMMISSION, THE	No	1	$16,289.84
2006-05-02	Snow	NEW BRITAIN HOUSING AUTHORITY	No	1	$5,449.43
2006-05-02	Snow	NEW BRITAIN (TOWN OF)	No	1	$93,642.12
2006-05-02	Snow	NEWINGTON (TOWN OF)	No	1	$57,964.69
2006-05-02	Snow	PLAINVILLE	No	1	$52,718.53
2006-05-02	Snow	RENSSELAER AT  HARTFORD	No	1	$3,046.07
2006-05-02	Snow	ROCKY HILL (TOWN OF)	No	1	$60,027.85
2006-05-02	Snow	SIMSBURY (TOWN OF)	No	1	$34,900.57
2006-05-02	Snow	SOUTHINGTON HOUSING AUTHORITY	No	1	$2,593.71
2006-05-02	Snow	SOUTHINGTON (TOWN OF)	No	1	$122,496.40
2006-05-02	Snow	SOUTH WINDSOR (TOWN OF)	No	1	$60,848.03
2006-05-02	Snow	ST JOSEPH COLLEGE	Yes	1	$5,032.29
2006-05-02	Snow	SUFFIELD (TOWN OF)	No	1	$32,341.01
2006-05-02	Snow	UNIVERSITY OF HARTFORD	Yes	1	$40,936.47
2006-05-02	Snow	UNIV OF CT SCHL OF DENTAL MED/HEALTH CENTER, UNIV. OF CONNECTICUT	Yes	1	$70,575.72
2006-05-02	Snow	WEST HARTFORD FELLOWSHIP HOUSING I & III	No	1	$4,145.26
2006-05-02	Snow	WEST HARTFORD HOUSING AUTHORITY	No	1	$4,195.03
2006-05-02	Snow	WEST HARTFORD (TOWN OF)	No	1	$166,532.20
2006-05-02	Snow	WETHERSFIELD (TOWN OF)	No	1	$85,656.90
2006-05-02	Snow	WINDSOR LOCKS (TOWN OF)	No	1	$30,825.61
2006-05-02	Snow	WINDSOR (TOWN OF)	No	1	$64,500.10
