Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2009-04-21	Severe Storm(s)	DEPARTMENT OF COMMUNITY AFFAIRS	No	3	$1,745,121.12
2009-04-21	Severe Storm(s)	DEPARTMENT OF CORRECTIONS	No	3	$42,139.79
2009-04-21	Severe Storm(s)	DEPARTMENT OF MILITARY AFFAIRS	No	1	$13,928.13
2009-04-21	Severe Storm(s)	DEPARTMENT OF TRANSPORTATION	No	5	$105,949.31
2009-04-21	Severe Storm(s)	DEPT. OF HIGHWAY SAFETY & MOTOR VEHICLES	No	1	$27,421.57
2009-04-21	Severe Storm(s)	FL COMMISSION ON COMMUNITY SERVICE	No	1	$4,162.22
2009-04-21	Severe Storm(s)	FL DEPARTMENT OF ENVIRONMENTAL PROTECTION	No	10	$66,785.10
2009-04-21	Severe Storm(s)	FL DEPARTMENT OF HEALTH	No	1	$35,417.38
2009-04-21	Severe Storm(s)	FL DEPT. OF AGRICULTURE & CONSUMER SERVICES	No	92	$1,240,050.92
2009-04-21	Severe Storm(s)	FL FISH & WILDLIFE CONSERVATION COMMISSION	No	9	$257,842.73
2009-04-21	Severe Storm(s)	FLORIDA STATE UNIVERSITY	Yes	8	$123,910.68
2009-04-21	Severe Storm(s)	SUWANNEE RIVER WATER MANAGEMENT DISTRICT	No	2	$10,201.58
2009-05-27	Severe Storm(s)	DEPARTMENT OF COMMUNITY AFFAIRS	No	2	$507,471.14
2009-05-27	Severe Storm(s)	DEPARTMENT OF TRANSPORTATION	No	1	$24,829.43
2009-05-27	Severe Storm(s)	DEPT. OF HIGHWAY SAFETY & MOTOR VEHICLES	No	3	$16,423.56
2009-05-27	Severe Storm(s)	FL DEPARTMENT OF HEALTH	No	1	$4,678.94
2009-05-27	Severe Storm(s)	FL DEPT. OF AGRICULTURE & CONSUMER SERVICES	No	1	$5,039.25
2009-05-27	Severe Storm(s)	FL FISH & WILDLIFE CONSERVATION COMMISSION	No	1	$3,174.64
