Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2001-01-10	Snow	AMERICAN RED CROSS - MOC	No	1	$1,335.32
2001-01-10	Snow	BAKER COLLEGE OF MUSKEGON	Yes	2	$17,651.15
2001-01-10	Snow	EGELSTON, TOWNSHIP OF	No	1	$806.71
2001-01-10	Snow	FRUITPORT COMMUNITY SCHOOL	Yes	1	$3,822.41
2001-01-10	Snow	FRUITPORT, VILLAGE OF	No	1	$2,894.38
2001-01-10	Snow	HOLTON PUBLIC SCHOOLS	Yes	1	$1,339.26
2001-01-10	Snow	HOLTON,  TOWNSHIP OF	No	1	$0.00
2001-01-10	Snow	MONA SHORES SCHOOL DISTRICT	Yes	1	$3,047.21
2001-01-10	Snow	MONTAGUE AREA PUBLIC SCHOOLS	Yes	1	$2,732.09
2001-01-10	Snow	MONTAGUE, CITY OF	No	1	$4,068.99
2001-01-10	Snow	MUSKEGON, CHARTER TOWNSHIP OF	No	1	$5,167.18
2001-01-10	Snow	MUSKEGON, CITY OF	No	1	$14,976.86
2001-01-10	Snow	MUSKEGON COMMUNITY COLLEGE	Yes	1	$1,695.35
2001-01-10	Snow	MUSKEGON COUNTY AIRPORT	No	1	$4,893.03
2001-01-10	Snow	MUSKEGON COUNTY ROAD COMMISSION	No	1	$36,817.83
2001-01-10	Snow	MUSKEGON HEIGHTS, CITY OF	No	1	$11,464.85
2001-01-10	Snow	MUSKEGON HEIGHTS HOUSING AUTHORITY (COMMISSION)	No	1	$2,895.16
2001-01-10	Snow	MUSKEGON HEIGHTS PUBLIC SCHLS	No	1	$2,717.91
2001-01-10	Snow	MUSKEGON INTERMEDIATE SCHOOL DISTRICT	Yes	1	$1,193.40
2001-01-10	Snow	MUSKEGON PUBLIC SCHOOLS	Yes	1	$2,605.25
2001-01-10	Snow	NORTH MUSKEGON, CITY OF	No	1	$3,036.97
2001-01-10	Snow	NORTON SHORES, CITY OF	No	1	$11,105.62
2001-01-10	Snow	OAKRIDGE PUBLIC SCHOOLS	Yes	1	$6,853.86
2001-01-10	Snow	RAVENNA PUBLIC SCHOOL DISTRICT	Yes	1	$1,520.46
2001-01-10	Snow	RAVENNA,  VILLAGE OF	No	1	$3,036.97
2001-01-10	Snow	REETHS PUFFER PUBLIC SCHOOLS	Yes	1	$4,043.36
2001-01-10	Snow	ROOSEVELT PARK, CITY OF	No	1	$3,477.35
2001-01-10	Snow	ST JAMES CATHOLIC SCHOOL	Yes	1	$0.00
2001-01-10	Snow	TIMBERLAND CHARTER ACADEMY	Yes	1	$1,651.67
2001-01-10	Snow	WHITEHALL, CITY OF	No	1	$4,610.99
2001-01-10	Snow	WHITEHALL DISTRICT SCHOOLS	Yes	1	$1,843.45
