Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2008-06-25	Severe Storm(s)	ELM TOWNSHIP ROAD & BRIDGE	No	1	$21,277.47
2008-06-25	Severe Storm(s)	GRANT (TOWNSHIP OF)	No	2	$10,248.23
2008-06-25	Severe Storm(s)	JACKSON (TOWNSHIP OF)	No	3	$10,075.85
2008-06-25	Severe Storm(s)	LIBERTY (TOWNSHIP OF)	No	2	$12,359.18
2008-06-25	Severe Storm(s)	LINCOLN (TOWNSHIP OF)	No	3	$12,122.85
2008-06-25	Severe Storm(s)	MEDICINE (TOWNSHIP OF)	No	1	$11,821.19
2008-06-25	Severe Storm(s)	PUTNAM (COUNTY)	No	20	$130,013.99
2008-06-25	Severe Storm(s)	PUTNAM COUNTY WATER SUPPLY DIST. 1	No	3	$80,561.25
2008-06-25	Severe Storm(s)	UNION (TOWNSHIP OF)	No	8	$111,910.15
2008-06-25	Severe Storm(s)	UNIONVILLE, CITY OF	No	1	$1,500.00
2008-06-25	Severe Storm(s)	WILSON (TOWNSHIP OF)	No	3	$30,630.39
