Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2011-03-17	Snow	BELVIDERE COMMUNITY SCHOOL ADM	Yes	1	$12,111.18
2011-03-17	Snow	BELVIDERE FIRE DEPARTMENT	No	1	$3,933.20
2011-03-17	Snow	BELVIDERE PUBLIC WORKS	No	1	$73,286.10
2011-03-17	Snow	BELVIDERE TOWNSHIP ROAD DISTRICT	No	1	$29,110.77
2011-03-17	Snow	BONUS TOWNSHIP ROAD DIST	No	1	$10,212.17
2011-03-17	Snow	BOONE COUNTY HIGHWAY DEPARTMENT	No	1	$29,114.87
2011-03-17	Snow	BOONE COUNTY SHERIFFS OFFICE	No	2	$6,364.82
2011-03-17	Snow	BOONE TOWNSHIP GARAGE	No	1	$16,278.66
2011-03-17	Snow	CALEDONIA TOWNSHIP ROAD DISTRICT	No	1	$4,959.69
2011-03-17	Snow	CAPRON	No	1	$3,489.82
2011-03-17	Snow	FLORA TOWNSHIP ROAD DISTRICT	No	1	$14,771.18
2011-03-17	Snow	NORTH BOONE COMMUNITY UNIT SCHOOL DISTRICT 200	Yes	1	$4,445.96
2011-03-17	Snow	NORTH BOONE FIRE DISTRICT 3	No	1	$1,825.71
2011-03-17	Snow	POPLAR GROVE	No	1	$13,986.47
2011-03-17	Snow	SPRING TOWNSHIP ROAD DISTRICT	No	1	$17,388.89
2011-03-17	Snow	TIMBERLANE	No	1	$7,532.92
