Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2005-02-04	Severe Storm(s)	AGUA CALIENTE INDIAN RESERVATION	No	10	$103,580.95
2005-02-04	Severe Storm(s)	BANNING, CITY OF	No	7	$314,214.21
2005-02-04	Severe Storm(s)	BANNING HEIGHTS MUTUAL WATER COMPANY	No	4	$1,736,092.56
2005-02-04	Severe Storm(s)	BANNING UNIFIED SCHOOL DISTRICT	Yes	2	$16,640.28
2005-02-04	Severe Storm(s)	BEAUMONT CHERRY VALLEY RECREATION & PARK DISTRICT	No	1	$0.00
2005-02-04	Severe Storm(s)	CABAZON COUNTY WATER DISTRICT	No	6	$42,734.04
2005-02-04	Severe Storm(s)	CAHUILLA INDIAN RESERVATION	No	2	$0.00
2005-02-04	Severe Storm(s)	CALIMESA, CITY OF	No	6	$69,938.93
2005-02-04	Severe Storm(s)	CATHEDRAL CITY, CITY OF	No	4	$12,228.76
2005-02-04	Severe Storm(s)	CORONA, CITY OF	No	29	$144,142.36
2005-02-04	Severe Storm(s)	DESERT HOT SPRINGS, CITY OF	No	6	$44,407.15
2005-02-04	Severe Storm(s)	ELSINORE VALLEY CEMETERY AUTHORITY	No	1	$7,682.22
2005-02-04	Severe Storm(s)	HEMET, CITY OF	No	6	$11,725.03
2005-02-04	Severe Storm(s)	HIGH VALLEYS WATER DIST	No	2	$30,001.36
2005-02-04	Severe Storm(s)	IDYLLWILD FIRE PROTECTION DISTRICT	No	1	$0.00
2005-02-04	Severe Storm(s)	INDIO, CITY OF	No	1	$5,559.21
2005-02-04	Severe Storm(s)	JURUPA COMMUNITY SERVICE DISTRICT	No	4	$645,550.19
2005-02-04	Severe Storm(s)	LAKE ELSINORE, CITY OF	No	4	$42,738.95
2005-02-04	Severe Storm(s)	LAKE ELSINORE UNIFIED SCHOOL	Yes	1	$2,829.59
2005-02-04	Severe Storm(s)	MORENO VALLEY, CITY OF	No	5	$17,629.41
2005-02-04	Severe Storm(s)	MORONGO INDIAN RESERVATION	No	3	$258,993.86
2005-02-04	Severe Storm(s)	NORCO, CITY OF	No	6	$84,539.34
2005-02-04	Severe Storm(s)	PALM SPRINGS, CITY OF	No	13	$243,699.36
2005-02-04	Severe Storm(s)	PECHANGA INDIAN RESERVATION	No	19	$1,071,410.60
2005-02-04	Severe Storm(s)	PERRIS, CITY OF	No	5	$50,346.54
2005-02-04	Severe Storm(s)	RANCHO MIRAGE, CITY OF	No	5	$22,493.67
2005-02-04	Severe Storm(s)	RIVERSIDE, CITY OF	No	40	$951,575.59
2005-02-04	Severe Storm(s)	RIVERSIDE (COUNTY)	No	36	$1,000,003.57
2005-02-04	Severe Storm(s)	RIVERSIDE COUNTY FLOOD CONTROL DISTRICT	No	29	$755,629.01
2005-02-04	Severe Storm(s)	RUBIDOUX COMMUNITY SERVICES DISTRICT	No	3	$9,782,459.34
2005-02-04	Severe Storm(s)	SANTA ROSA COMMUNITY SERVICES DISTRICT	No	22	$1,282,291.59
2005-02-04	Severe Storm(s)	SOBOBA INDIAN RESERVATION	No	3	$6,488.65
2005-02-04	Severe Storm(s)	TEMECULA, CITY OF	No	20	$1,945,497.62
2005-02-04	Severe Storm(s)	WHITEWATER MUTUAL WATER CO	No	1	$63,990.54
2005-04-14	Severe Storm(s)	ELSINORE VALLEY CEMETERY AUTHORITY	No	5	$224,096.66
2005-04-14	Severe Storm(s)	ELSINORE VALLEY MUNICIPAL WATER DISTRICT	No	7	$216,155.44
2005-04-14	Severe Storm(s)	LAKE ELSINORE, CITY OF	No	9	$119,543.67
2005-04-14	Severe Storm(s)	MORENO VALLEY, CITY OF	No	1	$12,936.45
2005-04-14	Severe Storm(s)	MURRIETA COUNTY WATER DISTRICT	No	1	$1,983.60
2005-04-14	Severe Storm(s)	NORTHWEST MOSQUITO & VECTOR CONTROL DISTRICT	No	1	$63,895.87
2005-04-14	Severe Storm(s)	PALM SPRINGS, CITY OF	No	2	$7,058.03
2005-04-14	Severe Storm(s)	PERRIS, CITY OF	No	11	$167,681.00
2005-04-14	Severe Storm(s)	RIVERSIDE, CITY OF	No	1	$0.00
2005-04-14	Severe Storm(s)	RIVERSIDE (COUNTY)	No	14	$1,305,181.07
2005-04-14	Severe Storm(s)	RIVERSIDE COUNTY FLOOD CONTROL DISTRICT	No	7	$189,898.42
2005-04-14	Severe Storm(s)	SANTA ROSA COMMUNITY SERVICES DISTRICT	No	8	$117,985.94
2005-04-14	Severe Storm(s)	TENAJA COMMUNITY SERVICES DISTRICT	No	2	$43,686.43
2005-09-13	Hurricane	RIVERSIDE (COUNTY)	No	1	$217,545.74
2005-09-13	Hurricane	RIVERSIDE TRANSIT AGENCY	No	1	$26,946.20
