Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2000-12-29	Severe Ice Storm	BALD KNOB, CITY OF BALD KNOB	No	3	$45,692.03
2000-12-29	Severe Ice Storm	BEEBE, CITY OF BEEBE	No	3	$61,593.84
2000-12-29	Severe Ice Storm	BRADFORD	No	2	$8,184.21
2000-12-29	Severe Ice Storm	GARNER	No	2	$6,421.07
2000-12-29	Severe Ice Storm	GEORGETOWN, TOWN OF GEORGETOWN	No	3	$7,188.03
2000-12-29	Severe Ice Storm	GRIFFITHVILLE	No	2	$4,121.15
2000-12-29	Severe Ice Storm	HIGGINSON, CITY OF HIGGINSON	No	2	$8,694.67
2000-12-29	Severe Ice Storm	JUDSONIA	No	2	$3,652.00
2000-12-29	Severe Ice Storm	KENSETT, CITY OF KENSETT	No	2	$11,762.91
2000-12-29	Severe Ice Storm	MCRAE, CITY OF MCRAE	No	5	$20,213.76
2000-12-29	Severe Ice Storm	ROSE BUD	No	1	$24,027.16
2000-12-29	Severe Ice Storm	RUSSELL	No	1	$932.84
2000-12-29	Severe Ice Storm	SEARCY, CITY OF SEARCY	No	3	$96,828.55
2000-12-29	Severe Ice Storm	WEST POINT	No	2	$2,990.92
2000-12-29	Severe Ice Storm	WHITE (COUNTY)	No	52	$602,028.80
