Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2007-02-01	Severe Storm(s)	KONAWA, CITY OF, TITLE 11	No	2	$9,628.67
2007-02-01	Severe Storm(s)	SEMINOLE, CITY OF	No	1	$13,272.25
2007-02-01	Severe Storm(s)	SEMINOLE (COUNTY)	No	6	$177,228.71
2007-02-01	Severe Storm(s)	SEMINOLE NATION OF OKLAHOMA	No	3	$8,298.03
2007-02-01	Severe Storm(s)	SEMINOLE PUBLIC SCHOOLS	Yes	1	$19,892.24
2007-02-01	Severe Storm(s)	WEWOKA, CITY OF	No	1	$4,428.19
2007-06-07	Severe Storm(s)	LIMA, TOWN OF	No	1	$40,902.58
2007-06-07	Severe Storm(s)	SEMINOLE (COUNTY)	No	10	$122,968.67
2007-06-07	Severe Storm(s)	WEWOKA, CITY OF	No	2	$2,819.53
2007-07-07	Severe Storm(s)	HUGHES COUNTY RURAL WATER DISTRICT 5	No	1	$5,051.21
2007-07-07	Severe Storm(s)	JUSTICE PUBLIC SCHOOL	Yes	1	$3,919.50
2007-07-07	Severe Storm(s)	SEMINOLE (COUNTY)	No	11	$394,182.78
2007-07-07	Severe Storm(s)	SEMINOLE NATION OF OKLAHOMA	No	1	$3,032.33
2007-07-07	Severe Storm(s)	WEWOKA, CITY OF	No	3	$22,046.42
2007-07-07	Severe Storm(s)	WEWOKA PUBLIC SCHOOL	Yes	3	$39,195.00
2007-08-24	Severe Storm(s)	RURAL WATER SEWER AND SOLID WASTE MANAGEMENT DISTRICT 3	No	2	$13,597.20
2007-08-24	Severe Storm(s)	SEMINOLE, CITY OF	No	11	$218,633.91
2007-08-24	Severe Storm(s)	SEMINOLE (COUNTY)	No	28	$131,701.94
2007-08-31	Severe Storm(s)	SEMINOLE, CITY OF	No	1	$17,631.73
2007-08-31	Severe Storm(s)	SEMINOLE (COUNTY)	No	37	$179,470.50
2007-12-18	Severe Ice Storm	SEMINOLE	No	1	$9,112.10
