Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2008-08-24	Severe Storm(s)	BAPTIST HEALTH SYSTEMS, INC.	No	6	$137,862.62
2008-08-24	Severe Storm(s)	CENTRAL FLORIDA ELECTRIC COOPERATIVE, INC.	No	2	$25,117.86
2008-08-24	Severe Storm(s)	CLAY ELECTRIC COOPERATIVE, INC	No	3	$479,211.83
2008-08-24	Severe Storm(s)	DEPARTMENT OF COMMUNITY AFFAIRS	No	1	$3,106,420.00
2008-08-24	Severe Storm(s)	DEPARTMENT OF CORRECTIONS	No	3	$3,929.81
2008-08-24	Severe Storm(s)	DEPARTMENT OF JUVENILE JUSTICE	No	4	$29,896.57
2008-08-24	Severe Storm(s)	 DEPARTMENT OF MANAGEMENT SERVICES	No	3	$13,281.36
2008-08-24	Severe Storm(s)	DEPARTMENT OF MILITARY AFFAIRS	No	1	$421,548.66
2008-08-24	Severe Storm(s)	DEPARTMENT OF TRANSPORTATION	No	9	$244,517.66
2008-08-24	Severe Storm(s)	DEPT. OF HIGHWAY SAFETY & MOTOR VEHICLES	No	7	$448,646.83
2008-08-24	Severe Storm(s)	FL DEPARTMENT OF ENVIRONMENTAL PROTECTION	No	12	$60,420.69
2008-08-24	Severe Storm(s)	FL DEPT. OF AGRICULTURE & CONSUMER SERVICES	No	4	$892,322.00
2008-08-24	Severe Storm(s)	FL FISH & WILDLIFE CONSERVATION COMMISSION	No	9	$227,835.86
2008-08-24	Severe Storm(s)	FLORIDA INLAND NAVIGATION DISTRICT	No	0	$84,098.43
2008-08-24	Severe Storm(s)	FLORIDA STATE DEPARTMENT OF VETERAN'S AFFAIRS	No	1	$1,981.85
2008-08-24	Severe Storm(s)	FLORIDA STATE UNIVERSITY	Yes	7	$39,610.59
2008-08-24	Severe Storm(s)	FORT PIERCE FARMS CONTROL DISTRICT	No	3	$5,865.42
2008-08-24	Severe Storm(s)	GAINESVILLE REGIONAL UTILITIES	No	10	$1,033,329.09
2008-08-24	Severe Storm(s)	GLADES ELECTRIC COOPERATIVE, INC	No	10	$343,971.96
2008-08-24	Severe Storm(s)	JACKSONVILLE AVIATION AUTHORITY	No	3	$9,374.71
2008-08-24	Severe Storm(s)	(JEA) JACKSONVILLE ELECTRIC AUTHORITY	No	13	$3,045,972.78
2008-08-24	Severe Storm(s)	LAKE-SUMTER EMS, INC 	No	1	$12,610.42
2008-08-24	Severe Storm(s)	LEE CO. ELECTRIC COOPERATIVE, INC.	No	7	$883,351.10
2008-08-24	Severe Storm(s)	NORTH ST. LUCIE RIVER WATER CONTROL DISTRICT	No	3	$98,466.95
2008-08-24	Severe Storm(s)	S FLORIDA WATER MANAGEMENT DISTRICT	No	1	$2,545,714.99
2008-08-24	Severe Storm(s)	SUMTER ELECTRIC COOPERATIVE, INC.	No	1	$419,829.50
2008-08-24	Severe Storm(s)	SUWANNEE VALLEY ELECTRIC COOPERATIVE, INC.	No	4	$97,024.10
2008-08-24	Severe Storm(s)	TALQUIN ELECTRIC COOPERATIVE, INC.	No	6	$1,086,025.30
2008-08-24	Severe Storm(s)	THE SEMINOLE TRIBE OF FLORIDA	No	2	$2,788.21
2008-08-24	Severe Storm(s)	TRI-COUNTY ELECTRIC COOPERATIVE, INC.	No	7	$131,204.58
2008-08-24	Severe Storm(s)	UNIVERSITY OF FLORIDA ( FLORIDA UNIVERSITY)	Yes	4	$37,043.61
2008-08-24	Severe Storm(s)	UNIVERSITY OF NORTH FLORIDA	Yes	10	$21,652.63
2008-08-24	Severe Storm(s)	UNIV OF FLORIDA (IFAS)	Yes	1	$1,034.51
2008-10-27	Hurricane	DEPARTMENT OF COMMUNITY AFFAIRS	No	3	$862,827.81
2008-10-27	Hurricane	DEPARTMENT OF CORRECTIONS	No	1	$16,117.49
2008-10-27	Hurricane	DEPARTMENT OF TRANSPORTATION	No	1	$9,885.40
2008-10-27	Hurricane	DEPT. OF HIGHWAY SAFETY & MOTOR VEHICLES	No	1	$27,540.46
2008-10-27	Hurricane	FL DEPARTMENT OF HEALTH	No	1	$2,890.09
2008-08-21	Severe Storm(s)	CENTRAL FLORIDA ELECTRIC COOPERATIVE, INC.	No	2	$117,388.92
2008-08-21	Severe Storm(s)	DEPARTMENT OF COMMUNITY AFFAIRS	No	2	$1,779,950.66
2008-08-21	Severe Storm(s)	DEPARTMENT OF CORRECTIONS	No	34	$503,555.21
2008-08-21	Severe Storm(s)	DEPARTMENT OF JUVENILE JUSTICE	No	1	$10,910.96
2008-08-21	Severe Storm(s)	DEPARTMENT OF TRANSPORTATION	No	9	$311,451.50
2008-08-21	Severe Storm(s)	DEPT. OF BUSINESS & PROFESSIONAL REGULATION	No	1	$4,214.30
2008-08-21	Severe Storm(s)	FL COMMISSION ON COMMUNITY SERVICE	No	1	$29,174.49
2008-08-21	Severe Storm(s)	FL. DEPARTMENT OF CHILDREN & FAMILIES	No	2	$9,253.45
2008-08-21	Severe Storm(s)	FL DEPARTMENT OF ENVIRONMENTAL PROTECTION	No	1	$825.00
2008-08-21	Severe Storm(s)	FL DEPARTMENT OF HEALTH	No	1	$552,459.00
2008-08-21	Severe Storm(s)	FL DEPARTMENT OF LAW ENFORCEMENT	No	2	$48,014.94
2008-08-21	Severe Storm(s)	FL DEPT. OF AGRICULTURE & CONSUMER SERVICES	No	4	$50,951.79
2008-08-21	Severe Storm(s)	FL FISH & WILDLIFE CONSERVATION COMMISSION	No	2	$147,565.00
2008-08-21	Severe Storm(s)	ORLANDO UTILITIES COMMISSIONS	No	2	$167,247.23
2008-08-21	Severe Storm(s)	SEBASTIAN RIVER WATER CONTROL DISTRICT	No	1	$8,998.13
2008-08-21	Severe Storm(s)	S FLORIDA WATER MANAGEMENT DISTRICT	No	1	$258,211.15
2008-08-21	Severe Storm(s)	ST. JOHNS WATER CONTROL DISTRICT	No	1	$404,164.54
