Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2012-07-23	Severe Storm(s)	BEVERLY	No	1	$3,291.58
2012-07-23	Severe Storm(s)	COALTON VOLUNTEER FIRE DEPARTMENT	No	1	$1,833.90
2012-07-23	Severe Storm(s)	DAVIS MEMORIAL HOSPITAL	No	1	$3,745.64
2012-07-23	Severe Storm(s)	ELKINS	No	2	$21,334.08
2012-07-23	Severe Storm(s)	ELKINS FIRE DEPT	No	1	$1,273.13
2012-07-23	Severe Storm(s)	LEADSVILLE PUBLIC SERVICE DISTRICT	No	2	$1,833.69
2012-07-23	Severe Storm(s)	MILL CREEK	No	2	$5,347.25
2012-07-23	Severe Storm(s)	NORTON - HARDING - JIMTOWN PSD	No	1	$10,946.14
2012-07-23	Severe Storm(s)	RANDOLPH (COUNTY)	No	2	$12,172.07
2012-07-23	Severe Storm(s)	RANDOLPH COUNTY PARK AND RECREATION BOARD	No	2	$3,790.70
2012-07-23	Severe Storm(s)	RANDOLPH COUNTY SCHOOLS	Yes	1	$4,368.60
2012-07-23	Severe Storm(s)	TYGART VALLEY FIRE CO. INC	No	1	$1,938.53
2012-07-23	Severe Storm(s)	WHITMER FIRE DEPARTMENT	No	1	$2,294.40
