Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2011-04-19	Severe Storm(s)	FARMVILLE	No	3	$105,839.75
2011-04-19	Severe Storm(s)	FARMVILLE NORTH CAROLINA HOUSING AUTHORITY	No	62	$36,103.96
2011-04-19	Severe Storm(s)	PITT (COUNTY)	No	1	$2,938.20
2011-08-31	Hurricane	AYDEN	No	24	$526,281.77
2011-08-31	Hurricane	BETHEL	No	8	$68,685.18
2011-08-31	Hurricane	CONTENTNEA METROPOLITAN SEWAGE	No	3	$26,562.36
2011-08-31	Hurricane	EDGECOMBE COUNTY DRAINAGE DISTRICT 2	No	1	$32,563.05
2011-08-31	Hurricane	FARMVILLE	No	11	$251,549.38
2011-08-31	Hurricane	FOUNTAIN	No	4	$74,578.99
2011-08-31	Hurricane	GREENVILLE	No	17	$1,299,720.80
2011-08-31	Hurricane	GREENVILLE UTILITIES COMMISSION	No	8	$1,844,222.16
2011-08-31	Hurricane	GRIFTON	No	8	$276,175.29
2011-08-31	Hurricane	GRIMESLAND	No	5	$20,870.81
2011-08-31	Hurricane	JOHNSON MILLTAIL DRAINAGE CORPORATION	No	1	$5,115.15
2011-08-31	Hurricane	PITT CO. DRAINAGE DISTRICTS 3, 7, 2, 4, 8 & 9	No	1	$104,539.50
2011-08-31	Hurricane	PITT COMMUNITY COLLEGE	Yes	5	$4,143.08
2011-08-31	Hurricane	PITT (COUNTY)	No	11	$503,635.26
2011-08-31	Hurricane	PITT COUNTY BOARD OF EDUCATION	Yes	3	$4,007.04
2011-08-31	Hurricane	PITT COUNTY - CITY OF GREENVILLE AIRPORT AUTHORITY	No	4	$14,152.09
2011-08-31	Hurricane	PITT COUNTY MEMORIAL HOSPITAL	No	5	$88,131.11
2011-08-31	Hurricane	SIMPSON	No	4	$26,204.18
2011-08-31	Hurricane	WINTERVILLE	No	9	$194,273.25
