Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2001-05-16	Flood	ATLANTA (TOWNSHIP OF)	No	2	$53,268.92
2001-05-16	Flood	BECKER (COUNTY)	No	1	$0.00
2001-05-16	Flood	BECKER (COUNTY), HIGHWAY DEPARTMENT	No	3	$125,286.88
2001-05-16	Flood	CALLAWAY (TOWNSHIP OF)	No	1	$6,590.46
2001-05-16	Flood	CUBA (TOWNSHIP OF)	No	1	$6,698.83
2001-05-16	Flood	EAGLE VIEW (TOWNSHIP OF)	No	1	$4,655.20
2001-05-16	Flood	FOREST (TOWNSHIP OF)	No	2	$4,459.59
2001-05-16	Flood	HAMDEN (TOWNSHIP OF)	No	3	$21,814.38
2001-05-16	Flood	LAKE PARK (TOWNSHIP OF)	No	2	$21,810.93
2001-05-16	Flood	RICEVILLE (TOWNSHIP OF)	No	3	$26,761.87
2001-05-16	Flood	ROUND LAKE (TOWNSHIP OF)	No	1	$7,407.06
2001-05-16	Flood	SPRING CREEK (TOWNSHIP OF)	No	2	$35,655.47
2001-05-16	Flood	WALWORTH (TOWNSHIP OF)	No	2	$24,909.00
2001-05-16	Flood	WHITE EARTH (TOWNSHIP OF)	No	2	$9,168.12
