Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2011-08-31	Hurricane	BASSETT HOSPITAL OF SCHOHARIE COUNTY	No	1	$1,867.40
2011-08-31	Hurricane	BLENHEIM FIRE DEPT	No	3	$10,005.74
2011-08-31	Hurricane	BLENHEIM (TOWN OF)	No	26	$1,030,485.40
2011-08-31	Hurricane	BROOME FIRE DEPT	No	7	$54,444.57
2011-08-31	Hurricane	BROOME (TOWN OF)	No	30	$1,093,415.82
2011-08-31	Hurricane	CARLISLE FIRE DEPARTMENT	No	2	$5,456.59
2011-08-31	Hurricane	CARLISLE (TOWN OF)	No	4	$22,745.52
2011-08-31	Hurricane	CENTRAL BRIDGE FIRE DEPT	No	2	$23,535.07
2011-08-31	Hurricane	CENTRAL BRIDGE SEWER	No	3	$108,946.24
2011-08-31	Hurricane	COBLESKILL	No	17	$160,036.78
2011-08-31	Hurricane	COBLESKILL-RICHMONDVILLE CNTRL	No	5	$13,942.10
2011-08-31	Hurricane	COBLESKILL (TOWN OF)	No	8	$58,274.75
2011-08-31	Hurricane	CONESVILLE FIRE DEPARTMENT	No	2	$4,182.22
2011-08-31	Hurricane	CONESVILLE (TOWN OF)	No	30	$409,717.83
2011-08-31	Hurricane	ESPERANCE	No	2	$15,738.72
2011-08-31	Hurricane	ESPERANCE (TOWN OF)	No	18	$584,389.34
2011-08-31	Hurricane	FULTON (TOWN OF)	No	17	$553,971.23
2011-08-31	Hurricane	GALLUPVILLE FIRE DEPARTMENT	No	2	$3,150.00
2011-08-31	Hurricane	GILBOA CONESVILLE CENTRAL SCHL	Yes	2	$3,361.62
2011-08-31	Hurricane	GILBOA (TOWN OF)	No	24	$516,949.36
2011-08-31	Hurricane	HUNTERSLAND FIRE DEPT	No	2	$3,148.65
2011-08-31	Hurricane	JEFFERSON FIRE DEPT	No	1	$6,512.54
2011-08-31	Hurricane	JEFFERSON (TOWN OF)	No	17	$107,950.26
2011-08-31	Hurricane	MIDDLEBURGH (CORPORATE NAME FOR MIDDLEBURG)	No	14	$154,840.42
2011-08-31	Hurricane	MIDDLEBURGH EMERGENCY VOL. AMBULANCE CORPS.(MEVAC)	No	1	$187.50
2011-08-31	Hurricane	MIDDLEBURGH FIRE DEPT	No	3	$14,269.51
2011-08-31	Hurricane	MIDDLEBURGH HIGH SCHOOL	Yes	18	$1,596,750.36
2011-08-31	Hurricane	MIDDLEBURGH LIBRARY	No	5	$53,044.05
2011-08-31	Hurricane	MIDDLEBURGH (TOWN OF)	No	30	$565,360.25
2011-08-31	Hurricane	MONTGOMERY-OTSEGO-SCHOHARIE	No	2	$29,931.85
