Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2006-03-28	Severe Storm(s)	EGYPTIAN ELECTRIC COOPERATIVE ASSOCIATION	No	3	$112,072.59
2006-03-28	Severe Storm(s)	ILLINOIS DEPARTMENT OF CENTRAL MANAGEMENT SERVICES	No	3	$21,898.25
2006-03-28	Severe Storm(s)	ILLINOIS DEPARTMENT OF NATURAL RESOURCES	No	1	$42,299.28
2006-03-28	Severe Storm(s)	ILLINOIS DEPARTMENT OF TRANSPORTATION	No	6	$281,603.14
2006-03-28	Severe Storm(s)	ILLINOIS DEPT. OF CORRECTIONS	No	2	$30,811.96
2006-03-28	Severe Storm(s)	ILLINOIS EMERGENCY MANAGEMENT AGENCY	No	8	$56,744.38
2006-03-28	Severe Storm(s)	ILLINOIS RURAL ELECTRIC COOPERATIVE, INC	No	2	$193,342.72
2006-03-28	Severe Storm(s)	ILLINOIS STATE POLICE	No	3	$48,788.53
2006-03-28	Severe Storm(s)	MENARD ELECTRIC COOPERATIVE	No	2	$90,242.04
2006-03-28	Severe Storm(s)	RURAL ELECTRIC CONVENIENCE COOPERATIVE	No	1	$225,408.73
2006-03-28	Severe Storm(s)	SOUTHERN ILLINOIS POWER COOPERATIVE	No	2	$58,935.72
2006-03-28	Severe Storm(s)	SOYLAND POWER COOPERATIVE, INC	No	1	$144,748.17
2006-03-28	Severe Storm(s)	WINCHESTER EMERGENCY MEDICAL SERVICES	No	2	$1,653.67
2006-12-29	Snow	ILLINOIS DEPARTMENT OF TRANSPORTATION	No	5	$1,161,349.38
2006-12-29	Snow	ILLINOIS EMERGENCY MANAGEMENT AGENCY	No	4	$-27,455.76
2006-12-29	Snow	ILLINOIS STATE POLICE	No	1	$26,892.45
