Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2010-03-25	Severe Storm(s)	ACTON (TOWN OF)	No	7	$15,760.78
2010-03-25	Severe Storm(s)	ALFRED (TOWN OF)	No	13	$35,841.35
2010-03-25	Severe Storm(s)	ARUNDEL (TOWN OF)	No	4	$15,761.30
2010-03-25	Severe Storm(s)	BERWICK (TOWN OF)	No	5	$21,551.56
2010-03-25	Severe Storm(s)	BIDDEFORD (RR NAME BIDDEFORD-SACO)	No	3	$16,626.42
2010-03-25	Severe Storm(s)	BUXTON (TOWN OF)	No	9	$32,344.69
2010-03-25	Severe Storm(s)	CORNISH (TOWN OF)	No	1	$1,298.25
2010-03-25	Severe Storm(s)	DAYTON (TOWN OF)	No	3	$7,334.12
2010-03-25	Severe Storm(s)	ELIOT (TOWN OF)	No	3	$12,084.80
2010-03-25	Severe Storm(s)	HOLLIS (TOWN OF)	No	5	$19,664.15
2010-03-25	Severe Storm(s)	KENNEBUNK LIGHT & POWER	No	2	$20,035.20
2010-03-25	Severe Storm(s)	KENNEBUNKPORT (TOWN OF)	No	4	$23,951.80
2010-03-25	Severe Storm(s)	KENNEBUNK (TOWN OF)	No	10	$55,841.61
2010-03-25	Severe Storm(s)	KITTERY (TOWN OF)	No	5	$66,016.73
2010-03-25	Severe Storm(s)	KITTERY WATER DISTRICT	No	1	$10,627.50
2010-03-25	Severe Storm(s)	LEBANON (TOWN OF)	No	9	$17,427.40
2010-03-25	Severe Storm(s)	LIMINGTON (TOWN OF)	No	4	$30,163.25
2010-03-25	Severe Storm(s)	LYMAN (TOWN OF)	No	5	$24,653.98
2010-03-25	Severe Storm(s)	NORTH BERWICK (TOWN OF)	No	4	$13,195.94
2010-03-25	Severe Storm(s)	OGUNQUIT SEWER PLANT	No	1	$3,730.70
2010-03-25	Severe Storm(s)	OGUNQUIT (TOWN OF)	No	9	$48,509.31
2010-03-25	Severe Storm(s)	OLD ORCHARD BEACH (TOWN OF)	No	4	$49,864.42
2010-03-25	Severe Storm(s)	PARSONSFIELD (TOWN OF)	No	22	$68,447.71
2010-03-25	Severe Storm(s)	SACO	No	12	$69,249.35
2010-03-25	Severe Storm(s)	SANFORD (TOWN OF)	No	19	$346,714.01
2010-03-25	Severe Storm(s)	SHAPLEIGH (TOWN OF)	No	2	$5,074.60
2010-03-25	Severe Storm(s)	SOUTH BERWICK (TOWN OF)	No	8	$64,260.75
2010-03-25	Severe Storm(s)	WATERBORO (TOWN OF)	No	5	$13,354.08
2010-03-25	Severe Storm(s)	WELLS (TOWN OF)	No	6	$52,481.00
2010-03-25	Severe Storm(s)	YORK (COUNTY)(IN MSA 6400,6450)	No	2	$2,235.97
2010-03-25	Severe Storm(s)	YORK HOSPITAL	No	4	$8,972.59
2010-03-25	Severe Storm(s)	YORK SEWER DISTRICT	No	3	$24,550.19
2010-03-25	Severe Storm(s)	YORK (TOWN OF)	No	21	$394,235.97
2010-03-25	Severe Storm(s)	YORK WATER DISTRICT	No	2	$12,559.91
2010-07-01	Severe Storm(s)	ARUNDEL (TOWN OF)	No	2	$7,000.74
2010-07-01	Severe Storm(s)	BERWICK (TOWN OF)	No	7	$72,926.16
2010-07-01	Severe Storm(s)	BIDDEFORD (RR NAME BIDDEFORD-SACO)	No	4	$19,512.71
2010-07-01	Severe Storm(s)	DAYTON (TOWN OF)	No	2	$7,047.60
2010-07-01	Severe Storm(s)	ELIOT (TOWN OF)	No	4	$15,382.60
2010-07-01	Severe Storm(s)	KENNEBUNK LIGHT & POWER	No	2	$3,026.28
2010-07-01	Severe Storm(s)	KENNEBUNKPORT (TOWN OF)	No	4	$13,121.00
2010-07-01	Severe Storm(s)	KENNEBUNK (TOWN OF)	No	5	$16,325.80
2010-07-01	Severe Storm(s)	KITTERY (TOWN OF)	No	2	$33,635.96
2010-07-01	Severe Storm(s)	LEBANON (TOWN OF)	No	11	$18,008.00
2010-07-01	Severe Storm(s)	LIMINGTON	No	3	$4,485.68
2010-07-01	Severe Storm(s)	LYMAN (TOWN OF)	No	4	$14,189.78
2010-07-01	Severe Storm(s)	NORTH BERWICK (TOWN OF)	No	4	$12,711.80
2010-07-01	Severe Storm(s)	PARSONSFIELD (TOWN OF)	No	7	$22,512.69
2010-07-01	Severe Storm(s)	RSU 21  (REGIONAL SCHOOL UNIT)	Yes	1	$7,796.10
2010-07-01	Severe Storm(s)	SANFORD (TOWN OF)	No	13	$185,118.42
2010-07-01	Severe Storm(s)	SHAPLEIGH (TOWN OF)	No	3	$7,023.00
2010-07-01	Severe Storm(s)	SOUTH BERWICK SEWER DISTRICT	No	3	$14,240.63
2010-07-01	Severe Storm(s)	SOUTH BERWICK (TOWN OF)	No	4	$196,479.20
2010-07-01	Severe Storm(s)	SOUTH BERWICK WATER DISTRICT	No	1	$2,040.90
2010-07-01	Severe Storm(s)	WATERBORO (TOWN OF)	No	2	$20,175.45
2010-07-01	Severe Storm(s)	WELLS (TOWN OF)	No	3	$19,987.39
2010-07-01	Severe Storm(s)	YORK SEWER DISTRICT	No	1	$7,532.42
2010-07-01	Severe Storm(s)	YORK (TOWN OF)	No	36	$282,331.85
2010-07-01	Severe Storm(s)	YORK WATER DISTRICT	No	2	$9,904.55
