Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2005-07-10	Hurricane	CINCO BAYOU, TOWN OF	No	3	$27,445.21
2005-07-10	Hurricane	CRESTVIEW, CITY OF	No	3	$18,233.30
2005-07-10	Hurricane	DESTIN, CITY OF	No	7	$484,516.15
2005-07-10	Hurricane	DESTIN FIRE CONTROL DISTRICT	No	3	$30,297.21
2005-07-10	Hurricane	FORT WALTON BEACH, CITY OF	No	9	$698,797.12
2005-07-10	Hurricane	FORT WALTON BEACH HOUSING AUTHORITY	No	1	$25,741.19
2005-07-10	Hurricane	HOLT FIRE DISTRICT	No	1	$2,737.43
2005-07-10	Hurricane	LAUREL HILL, CITY OF	No	2	$22,779.65
2005-07-10	Hurricane	MARY ESTHER, CITY OF	No	3	$955,835.32
2005-07-10	Hurricane	NICEVILLE, CITY OF	No	2	$98,121.97
2005-07-10	Hurricane	NORTH OKALOOSA FIRE DEPT	No	2	$2,927.34
2005-07-10	Hurricane	OCEAN CITY WRIGHT FIRE CONTROL DISTRICT	No	2	$21,740.07
2005-07-10	Hurricane	OKALOOSA COUNTY	No	13	$3,490,465.54
2005-07-10	Hurricane	OKALOOSA COUNTY SCHOOL BOARD	Yes	32	$335,118.05
2005-07-10	Hurricane	OKALOOSA COUNTY SHERIFF OFFICE	No	3	$347,398.69
2005-07-10	Hurricane	OKALOOSA ISLAND FIRE DISTRICT	No	1	$3,539.94
2005-07-10	Hurricane	OKALOOSA-WALTON COMMUNITY CLG	No	1	$10,351.50
2005-07-10	Hurricane	SHALIMAR, TOWN OF	No	2	$26,626.84
2005-07-10	Hurricane	VALPARAISO, CITY OF	No	4	$32,931.50
2005-08-28	Hurricane	DESTIN, CITY OF	No	1	$275,506.28
2005-08-28	Hurricane	FORT WALTON BEACH, CITY OF	No	3	$50,798.82
2005-08-28	Hurricane	OCEAN CITY - WRIGHT FIRE CONTROL DISTRICT	No	1	$4,202.82
2005-08-28	Hurricane	OKALOOSA COUNTY	No	4	$95,043.76
2005-08-28	Hurricane	OKALOOSA COUNTY SHERIFF OFFICE	No	2	$61,267.56
